"name","description","address","zipcode","city","longitude","latitude"
"LES AMIS D'ALBERT GLEIZES","Preserver l'esprit de l'oeuvre et enseignement d'albert gleizes","","69420","AMPUIS","4.805156","45.501341"
"ASSOCIATION DES SYRIAQUES DE LYON","Reunir les syriaques de lyon dans un but culturel social et religieux","12 chemin de la godille","69120","VAULX-EN-VELIN","4.916686","45.782679"
"SPELEO CLUB DE LYON","Pratique des sports de plein air et speleologie","20 rue de la republique","69270","COUZON-AU-MONT-D'OR","4.831427","45.844726"
"CINE CLUB DE L'ARBRESLE","Utiliser le cinema comme moyen d'education et de culture","20 rue de paris","69210","L'ARBRESLE","4.615927","45.83757"
"CENTRE DE RECHERCHES ET D'ETUDES D'ANIMATIONS CULTURELLES COMMISSIONCULTURELLE DE VILLEURBANNE","Montrer en permanence des attitudes nouvelles","234 cours emile zola","69100","VILLEURBANNE","4.887866","45.767893"
"CENTRE LYONNAIS D'AMITIES FRANCO BRITANNIQUES","Echanges culturels avec des ressortissants de langue anglaise","May morning","69250","POLEYMIEUX-AU-MONT-D'OR","4.801015","45.857123"
"TROUPE THEATRALE DE VARIETES L'EQUIPE","Realiser des spectacles theatraux et fantaisistes","20 rue jean baptiste clement","69100","VILLEURBANNE","4.880238","45.781932"
"CINEMA EDUCATION DOCUMENTAIRE L'ECRAN LIBRE","Education par le cinema","1 rue simon","69110","SAINTE-FOY-LES-LYON","4.780399","45.746297"
"LIGUE DES MUTILES ET INVALIDES DE LA GUERRE D'ESPAGNE 1936 1939 EN FRANCE COMITE RHONE ALPES","Information et orientation des mutiles de la guerre d espagne","2 rue de la prevoyance","69100","VILLEURBANNE","4.887573","45.772738"
"JDB ALPI LOISIRS","Favoriser par tous moyens (voyages reunons etc)les rencontres","18 rue dedieu","69100","VILLEURBANNE","4.86425","45.769299"
"ASSOCIATION D'EDUCATION POPULAIRE D'AVEIZE","Organiser le fonctionnement materiel des ecoles catholiques","","69610","AVEIZE","4.470422","45.676345"
"VACANCES ET PLEIN AIR","Procurer des distractions aux enfants du quartier de la plaine","107 rue du commandant charcot","69110","SAINTE-FOY-LES-LYON","4.788073","45.746307"
"CITE PAROISSIALE DE VERNAISON","Entretenir un centre de vie sociale et spirituelle","180 route de charly","69390","VERNAISON","4.810881","45.647435"
"ORGANISME DE GESTION DE L'ENSEIGNEMENT CATHOLIQUE (OGEC) DE L'ECOLE SAINT MARTIN","Education catholique des enfants de la paroisse","Rue du gappas","69210","SAVIGNY","4.574441","45.814472"
"ASSOCIATION INTERNATIONALE D'IRRADIATION INDUSTRIELLE","Collaboration internationale entre ses membbres dans le domaine economique et professionnel pour promouvoir l emploi des radiations ionisantes","59 route de paris","69260","CHARBONNIERES-LES-BAINS","4.750189","45.782751"
"ASSOCIATION NOTRE DAME DU GRAND PORT LA FAMILIALE","Accueillir et hospitaliser de jeunes meres de famille","11 rue de la mairie","69660","COLLONGES-AU-MONT-D'OR","4.84069","45.820149"
"ASSOCIATION D'EDUCATION POPULAIRE DE CHAMBOST LONGESSAIGNE","Organiser le fonctionnement materiel de l'ecole maternelle et de","","69770","CHAMBOST-LONGESSAIGNE","4.37958","45.774202"
"ORGANISME DE GESTION DE L'ECOLE SAINT ROCH DE CHARBONNIERES LES BAINS","Gestion de l'ecole privee de filles de charbonnieres les bains","Ecole saint roch","69260","CHARBONNIERES-LES-BAINS","4.745133","45.778545"
"ASSOCIATION D'EDUCATION POPULAIRE DES BUERS","Favoriser les oeuvres d'education destinees a l'enfance et a la","34 rue du 8 mai 1945","69100","VILLEURBANNE","4.891391","45.780478"
"ASSOCIATION D'EDUCATION POPULAIRE DE L'ECOLE D'ENSEIGNEMENT SPECIALISEE LACLAIRIERE","Enseignement pour les enfants ayant des difficultes a suivre un","206 avenue roger salengro","69100","VILLEURBANNE","4.879686","45.778607"
"ORGANISME DE GESTION ECOLE CATHOLIQUE SAINTE MARIE","Gestion de l'etablissement scolaire","9 rue du moulin blanc","69610","SAINTE-FOY-L'ARGENTIERE","4.473521","45.707599"
"ASSOCIATION SCOLAIRE DU LAUD","Gestion et administration du college prive catholique du laud","6 chemin du laud","69440","MORNANT","4.676749","45.619395"
"ORGANISME DE GESTION ECOLE CATHOLIQUE (OGEC) DE HAUTE RIVOIRE","Assuer la gestion et l'entretien de l'etablissement scolaire","Route de Meys","69610","HAUTE-RIVOIRE","4.39497","45.713743"
"AMICALE LAIQUE DE VENISSIEUX PARILLY","Activites culturelles artistiques sportives pour les enfants","8 avenue Jules Guesde","69200","VENISSIEUX","4.8873","45.71747"
"ASSOCIATION SPORTIVE ET RECREATIVE DES PORTUGAIS DE LIMONEST","Favoriser les activites sportives et recreatives","47 place Decurel","69760","LIMONEST","4.771652","45.835891"
"ORGANISME DE GESTION D'ENSEIGNEMENT CATHOLIQUE DE CRAPONNE","Creation entretien developpement d'oeuvres d'education populaire","15 rue centrale","69290","CRAPONNE","4.725365","45.745856"
"PATRONAGE SCOLAIRE LAIQUE DE CHATEAU GAILLARD ET DES BUERS","Prevention de la delinquance","243 cours emile zola","69100","VILLEURBANNE","4.888325","45.767718"
"SOU DES ECOLES LAIQUES DE LA COTE","Defense des interets des ecoles laiques de la cote","Ecole pablo neruda","69120","VAULX-EN-VELIN","4.918523","45.774785"
"ASSOCIATION DU SOU DES ECOLES LAIQUES DU PONT DES PLANCHES DE VAULX EN VELIN","Ameliorer le quotidien des enfants en organisant diverses manifestations culturelles et ludiques afin de recueillir des fonds qui seront reverses aux ecoles maternelles et primaires frederic mistral pour l'achat de materiel de jeux pour des sorties","Groupe scolaire frederic mistral","69120","VAULX-EN-VELIN","4.930468","45.749859"
"UNION DES OEUVRES LAIQUES DES CANTONS DE VAUGNERAY ET TASSIN LA DEMILUNE","Coordonner l'action des oeuvres ou societes laiques des 2 cantons","Mairie","69670","VAUGNERAY","4.658026","45.737896"
"CANTINE COMMUNALE DE SAINT LAURENT DE CHAMOUSSET","Assurer le repas aux eleves frequentant les ecoles","Mairie","69930","SAINT-LAURENT-DE-CHAMOUSSET","4.466964","45.739449"
"SOU DES ECOLES LAIQUES DE POLLIONNAY","Encourager les élèves des écoles","Mairie","69290","POLLIONNAY","4.661591","45.765756"
"AMICALE LAIQUE DE CIVRIEUX D'AZERGUES","Encourager la frequentation des ecoles laiques","Ecole publique","69380","CIVRIEUX-D'AZERGUES","4.711899","45.860684"
"OEUVRE MUNICIPALE DES CENTRES DE VACANCES ET DES LOISIRS DE VAULX ENVELIN","Faciliter l'envoi d'enfants dans les centres de vacances","Mairie","69120","VAULX-EN-VELIN","4.925453","45.786896"
"ASSOCIATION D'EDUCATION POPULAIRE DU QUARTIER CHATEAU GAILLARD","Organiser des loisirs educatifs (conferences, bibliotheques, etc )","229 rue francis de pressense","69100","VILLEURBANNE","4.890278","45.769848"
"CANTINE SCOLAIRE LAIQUE DE L'ECOLE PUBLIQUE DE SAINT GENISL'ARGENTIERE","Organiser et assurer le service du repas de midi","","69610","SAINT-GENIS-L'ARGENTIERE","4.48984","45.71104"
"CANTINE SCOLAIRE DE L'ECOLE PUBLIQUE DE BRUSSIEU","Organiser et assurer le repas de midi aux eleves","Ecole publique enfantine","69690","BRUSSIEU","4.5252","45.74861"
"CHAMBRE CHAMBRE D'APPRENTISSAGE DES INDUSTRIES DU BATIMENT DES TRAVAUX PUBLICS ETDES INDUSTRIES CONNEXES DU DEPARTEMENT DU RHONE","Favoriser les formations professionnelles","23 avenue condorcet","69100","VILLEURBANNE","4.867602","45.776631"
"LES AMIS DE LA MAISON FAMILIALE DES MEMBRES DE L'ENSEIGNEMENT PUBLIC DEL'ACADEMIE DE LYON","Accueillir des membres de l'enseignement public retraites","125 rue pierre brunier","69300","CALUIRE-ET-CUIRE","4.836835","45.791884"
"OEUVRE LAIQUE DES ENFANTS A LA MONTAGNE","Faciliter l'envoi d'enfants a la montagne","27 rue diderot","69600","OULLINS","4.80909","45.713192"
"RAYON DE SOLEIL DE L'ENFANCE FOYER PLEIN SOLEIL","Aide aux enfants abandonnes orphelins ou en danger moral","Avenue des avoraux","69250","ALBIGNY-SUR-SAONE","4.829637","45.871561"
"ASSOCIATION LA FAMILLE ADOPTIVE CHRETIENNE","Donner un pere et une mere aux enfants orphelins ou abandonnes","86 route de paris","69160","TASSIN-LA-DEMI-LUNE","4.758784","45.76893"
"ASSOCIATION MARIE SOUCHON","Gestion de colonies de vacances et maison de repos","64, boulevard du 11 novembre 1918","69100","VILLEURBANNE","4.865985","45.77872"
"RESPECT DE L'ENFANT","Protection des enfants","51 rue parmentier","69190","SAINT-FONS","4.862553","45.705734"
"COMITE LAIC DU CINEMA SCOLAIRE ET EDUCATEUR D'OULLINS","Organiser des seances de cinema educateur","7 rue orsel","69600","OULLINS","4.810701","45.716431"
"ASSOCIATION DES VIOLETTES","Accueil de personnes agees dans des immeubles lui appartenant","10 avenue edouard payen","69130","ECULLY","4.776788","45.775242"
"ASSOCIATION SAINT LAURENT","Aide au developpement de la vie religieuse dans la paroisse","Salle Saint-Laurent","69440","SAINT-LAURENT-D'AGNY","4.679242","45.642526"
"LA JOIE DE NOS BAMBINS","Donner aux tout petits une vie agreable saine active","Ecole maternelle","69300","CALUIRE-ET-CUIRE","4.845576","45.794047"
"MAISON SAINT JOSEPH","But spirituel, culturel, social.","161 chemin des fonds","69110","SAINTE-FOY-LES-LYON","4.791641","45.741041"
"ASSOCIATION DES MAMANS ECOLE MATERNELLE JACQUES PREVERT","Collaboration parents enseignants pour le bien etre des enfants","Ecole maternelle","69160","TASSIN-LA-DEMI-LUNE","4.76964","45.761674"
"L'ENTRAIDE CHAMPENOISE","Aide sous toute forme, coordonner les activites d'entraide","9, rue Pasteur","69410","CHAMPAGNE-AU-MONT-D'OR","4.788995","45.796074"
"ASSOCIATION DE LA MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE LESHALLES","Education orientation apprentissage des jeunes ruraux","","69610","LES-HALLES","4.434675","45.718858"
"CENTRE SOCIO CULTUREL LA GRAVIERE DE BEAUNANT","Coordination entre les societes locales et leurs activites","18 avenue de limburg","69110","SAINTE-FOY-LES-LYON","4.779428","45.733156"
"TOUS MISSIONNAIRES ASSOCIATION DE PROPAGANDE ET D'ENTRAIDEMISSIONNAIRES","Faire connaitre au public l'oeuvre des missions catholiques,","41 chemin du signal","69110","SAINTE-FOY-LES-LYON","4.80669","45.734143"
"CLUB DE L'EAU VIVE","Ameliorer le sort des vieilles personnes","HLM Le bourg Place Bad Abbach","69260","CHARBONNIERES-LES-BAINS","4.744923","45.778711"
"ASSOCIATION DES AMIES DE SAINTE CLAIRE","Creer un foyer de prieres ; assurer un asile aux femmes pieuses","Lieu dit montcelard","69160","TASSIN-LA-DEMI-LUNE","4.75168","45.769298"
"MARIE DOMINIQUE","Education et action sociale aupres des enfants et leurs familles","86 chemin du razat","69390","VERNAISON","4.814392","45.656159"
"ASSOCIATION DES MAMANS ET DES AMIS DE L'ECOLE MATERNELLE AMBROISE CROIZAT","Collaboration parents enseignants pour le bien etre des enfants","Ecole maternelle croizat","69120","VAULX-EN-VELIN","4.930555","45.756384"
"FOYER COMMUNAUTAIRE DE VACANCES","Apprentissage de la co gestion de secteur particulier d'activites","Les hautannes","69650","SAINT-GERMAIN-AU-MONT-D'OR","4.800022","45.880597"
"COMITE DES FETES DE LA COMMUNE D'OULLINS","Etablissement du calendrier annuel des differentes manifestations locales et leur coordination avec le service communication de la maire etc","1 rue etienne dolet","69600","OULLINS","4.806976","45.713842"
"ASSOCIATION JELZAMA","Centre d'accueil feminin","6 allée des Maraichers","69540","IRIGNY","4.825658","45.687201"
"FOYER DES JEUNES DE LA GIRAUDIERE","Organisation des loisirs et vacances","La giraudiere","69690","BRUSSIEU","4.542811","45.749112"
"COMITE DES FETES DE LA MULATIERE","Aide aux personnes agees","Mairie","69350","LA-MULATIERE","4.810694","45.733604"
"ECOLE DE MUSIQUE ALAEO","Organiser des groupes a activites educatives","5 -7 rue Ampère","69600","OULLINS","4.812722","45.708136"
"AMICALE LAIQUE DE VERNAISON","Grouper les anciens eleves et amis de l'ecole laique","Mairie","69390","VERNAISON","4.813192","45.6479"
"RYTHME ET PARADE","Artistique chant danse et comedie","42 bis rue colin","69100","VILLEURBANNE","4.874237","45.774186"
"SOCIETE DES CHASSEURS DE CHASSELAY","Chasse","Mairie de chasselay","69380","CHASSELAY","4.780349","45.883268"
"ASSOCIATION LECESTRE BONTOUX","Liens amicaux entre eleves et anciens eleves, defense de leurs","257 route des condamines","69390","CHARLY","4.798475","45.649525"
"ASSOCIATION D'EDUCATION POPULAIRE DE SAINT SYMPHORIEN SUR COISE","Organiser le fonctionnement materiel des ecoles de st symphorien","18 rue Chanoine Pavailler","69590","SAINT-SYMPHORIEN-SUR-COISE","4.452924","45.629589"
"ASSOCIATION D'EDUCATION POPULAIRE DE SAINTE FOY LES LYON","Gestion d'institutions d'education et enseignement a principes mo","33 boulevard baron du marais","69110","SAINTE-FOY-LES-LYON","4.804123","45.734367"
"ORGANISME GESTION ECOLES CATHOLIQUES DE DUERNE","Gestion des institutions","","69850","DUERNE","4.526905","45.678088"
"ASSOCIATION D'EDUCATION POPULAIRE DE LA PAROISSE DE NEUVILLE SUR SAONE","Developpement d'oeuvres d'education populaire","","69250","NEUVILLE-SUR-SAONE","4.838026","45.878996"
"ORGANISME DE GESTION ECOLE CATHOLIQUE DE SAINT DIDIER SOUS RIVERIE","Assurer l'entretien et la gestion de l'école catholique privée","Ecole privée mixte","69440","SAINT-DIDIER-SOUS-RIVERIE","4.611868","45.608423"
"ASSOCIATION DES FAMILLES DE SAINT CLAIR POUR LES ECOLES PRIMAIRES LIBRES","Organiser le fonctionnement de l'ecole du petit versailles et","5 montee du petit versailles","69300","CALUIRE-ET-CUIRE","4.851668","45.789176"
"ASSOCIATION DES FAMILLES DE LA VALLE DE BEAUNANT","Developper la vie sociale et les forces morales dans les communes","Foyer de beaunant","69230","SAINT-GENIS-LAVAL","4.778961","45.708964"
"ASSOCIATION DE GESTION DE L'ECOLE CATHOLIQUE DE LA MULATIERE","Gestion d'institutions d'education et enseignement a principes mo","Rue clement mulat","69350","LA-MULATIERE","4.813556","45.72771"
"ASSOCIATION DE L'ECOLE NOUVELLE D'ECULLY","Organiser le fonctionnement de l'ecole","32 bis rue jean marie vianney","69130","ECULLY","4.772678","45.79324"
"ASSOCIATION DES FAMILLES DE GREZIEU LA VARENNE","Etude et defense des interets generaux des familles creer animer et gerer tout service d entraide et d activites educative culturelle sportive","Mairie","69290","GREZIEU-LA-VARENNE","4.68504","45.748732"
"ASSOCIATION DES FAMILLES DE CHARLY","Etude et defense des interets generaux des familles","Salle des reunions","69390","CHARLY","4.796176","45.638209"
"ASSOCIATION DES FAMILLES DE DARDILLY","Etude et défense des intérets généraux des familles","Mairie","69570","DARDILLY","4.753614","45.805818"
"ASSOCIATION DES FAMILLES DE GIVORS","Etude et defense des interets generaux des familles","Mairie","69700","GIVORS","4.771636","45.582528"
"ASSOCIATION DES FAMILLES DE LARAJASSE","Etude et défense des intérêts généraux des familles","Maison Pélisson","69590","LARAJASSE","4.505579","45.61167"
"ASSOCIATION DES FAMILLES DE BULLY","Etude et defense des interets generaux des familles","Mairie","69210","BULLY","4.583705","45.852356"
"ASSOCIATION DES FAMILLES DE BRUSSIEU","Etude et defense des interets generaux des familles","Mairie","69690","BRUSSIEU","4.524912","45.747675"
"ASSOCIATION DES FAMILLES RURALES DE MONTROMAND","Agir pour et avec les familles pur le bien etre de tous","Mairie","69610","MONTROMANT","4.535203","45.713226"
"ASSOCIATION DES FAMILLES DE SAINTE FOY LES LYON","Etude et defense des interets generaux des familles","Mairie","69110","SAINTE-FOY-LES-LYON","4.79394","45.736615"
"ASSOCIATION DES FAMILLES DE VERNAISON","Etudier et defendre les interets des familles, specialement des","Mairie","69390","VERNAISON","4.813192","45.6479"
"ASSOCIATION DES FAMILLES DE BESSENAY","Etude et defense des interets generaux des familles","Mairie","69690","BESSENAY","4.553907","45.77674"
"ASSOCIATION DES FAMILLES DE MONTROTTIER","Etudier et defendre les interets generaux des familles","Salle des reunions","69770","MONTROTTIER","4.466169","45.790429"
"ASSOCIATION DES FAMILLES DE CHAMBOST SUR LONGESSAIGNE","Etude et defense des interets generaux des familles","Mairie","69770","CHAMBOST-LONGESSAIGNE","4.37958","45.774202"
"ASSOCIATION DES FAMILLES DE DOMMARTIN","Etude et defense des interets generaux des familles","Mairie","69380","DOMMARTIN","4.714432","45.834212"
"ASSOCIATION DES FAMILLES DE COURZIEU","Etude et defense des interets generaux des familles","Mairie","69690","COURZIEU","4.570473","45.742509"
"ASSOCIATION DES FAMILLES DE SAINT LAURENT DE CHAMOUSSET","Etude et defense des interets generaux des familles","Mairie","69930","SAINT-LAURENT-DE-CHAMOUSSET","4.466964","45.739449"
"ASSOCIATION DES FAMILLES DE L'ARBRESLE","Etude et defense des interets generaux des familles","Mairie","69210","L'ARBRESLE","4.615759","45.835685"
"ASSOCIATION DES FAMILLES DE CAILLOUX SUR FONTAINES","Etude et defense des interets generaux des familles","Mairie","69270","CAILLOUX-SUR-FONTAINES","4.870181","45.849092"
